,Start,Target,Distance
3910,Chihuahua,Marseilles,9398
3911,Chihuahua,Mazatln,603
3912,Chihuahua,Mecca,13346
3913,Chihuahua,Melbourne,13482
3914,Chihuahua,Mexico City,1241
3915,Chihuahua,Milan,9506
3916,Chihuahua,Montevideo,8791
3917,Chihuahua,Moscow,10021
3918,Chihuahua,Munich,9467
3919,Chihuahua,Nagasaki,10984
3920,Chihuahua,Nagoya,10328
3921,Chihuahua,Nairobi,15061
3922,Chihuahua,Nanjing (Nanking),11764
3923,Chihuahua,Naples,10149
3924,Chihuahua,New Delhi,13645
3925,Chihuahua,Newcastle-on-Tyne,8290
3926,Chihuahua,Odessa,10609
3927,Chihuahua,Osaka,10470
3928,Chihuahua,Oslo,8617
3929,Chihuahua,Panama City,3530
3930,Chihuahua,Paramaribo,5910
3931,Chihuahua,Paris,8869
3932,Chihuahua,Perth,15994
3933,Chihuahua,Plymouth,8379
3934,Chihuahua,Port Moresby,12139
3935,Chihuahua,Prague,9488
3936,Chihuahua,Rangoon,14431
3937,Chihuahua,Reykjavk,6889
3938,Chihuahua,Rio de Janeiro,8843
3939,Chihuahua,Rome,9958
3940,Chihuahua,Salvador,8604
3941,Chihuahua,Santiago,7842
3942,Chihuahua,St. Petersburg,9394
3943,Chihuahua,So Paulo,8616
3944,Chihuahua,Shanghai,11677
3945,Chihuahua,Singapore,15408
3946,Chihuahua,Sofia,10551
3947,Chihuahua,Stockholm,8982
3948,Chihuahua,Sydney,12842
3949,Chihuahua,Tananarive,17127
3950,Chihuahua,Teheran,12490
3951,Chihuahua,Tokyo,10088
3952,Chihuahua,Tripoli,10644
3953,Chihuahua,Venice,9701
3954,Chihuahua,Veracruz,1454
3955,Chihuahua,Vienna,9728
3956,Chihuahua,Vladivostok,10076
3957,Chihuahua,Warsaw,9660
3958,Chihuahua,Wellington,11236
3959,Chihuahua,Zrich,9339
3960,Chongqing,Aberdeen,8292
3961,Chongqing,Adelaide,7937
3962,Chongqing,Algiers,9147
3963,Chongqing,Amsterdam,8160
3964,Chongqing,Ankara,6627
3965,Chongqing,Asuncin,18382
3966,Chongqing,Athens,7450
3967,Chongqing,Auckland,10260
3968,Chongqing,Bangkok,1886
3969,Chongqing,Barcelona,8944
3970,Chongqing,Beijing,1440
3971,Chongqing,Belm,15909
3972,Chongqing,Belfast,8643
3973,Chongqing,Belgrade,7435
3974,Chongqing,Berlin,7628
3975,Chongqing,Birmingham,8557
3976,Chongqing,Bogot,16200
3977,Chongqing,Bombay,3607
3978,Chongqing,Bordeaux,8924
3979,Chongqing,Bremen,7887
3980,Chongqing,Brisbane,8064
3981,Chongqing,Bristol,8653
3982,Chongqing,Brussels,8270
3983,Chongqing,Bucharest,7031
3984,Chongqing,Budapest,7442
3985,Chongqing,Buenos Aires,18501
3986,Chongqing,Cairo,7103
3987,Chongqing,Calcutta,1978
3988,Chongqing,Canton,994
3989,Chongqing,Cape Town,11646
3990,Chongqing,Caracas,15489
3991,Chongqing,Cayenne,15558
3992,Chongqing,Chihuahua,12655
3993,Chongqing,Chongqing,0
3994,Chongqing,Copenhagen,7552
3995,Chongqing,Crdoba,19108
3996,Chongqing,Dakar,12246
3997,Chongqing,Darwin,5369
3998,Chongqing,Djibouti,6830
3999,Chongqing,Dublin,8742
4000,Chongqing,Durban,10397
4001,Chongqing,Edinburgh,8417
4002,Chongqing,Frankfurt,8035
4003,Chongqing,Georgetown,15642
4004,Chongqing,Glasgow,8479
4005,Chongqing,Guatemala City,14750
4006,Chongqing,Guayaquil,16870
4007,Chongqing,Hamburg,7792
4008,Chongqing,Hammerfest,6643
4009,Chongqing,Havana,14055
4010,Chongqing,Helsinki,6715
4011,Chongqing,Hobart,9085
4012,Chongqing,Hong Kong,1122
4013,Chongqing,Iquique,18896
4014,Chongqing,Irkutsk,2534
4015,Chongqing,Jakarta,4006
4016,Chongqing,Johannesburg,10415
4017,Chongqing,Kingston,14693
4018,Chongqing,Kinshasa,10368
4019,Chongqing,Kuala Lumpur,3005
4020,Chongqing,La Paz,18446
4021,Chongqing,Leeds,8455
4022,Chongqing,Lima,18004
4023,Chongqing,Lisbon,9900
4024,Chongqing,Liverpool,8559
4025,Chongqing,London,8502
4026,Chongqing,Lyons,8512
4027,Chongqing,Madrid,9413
4028,Chongqing,Manchester,8512
4029,Chongqing,Manila,2241
4030,Chongqing,Marseilles,8609
4031,Chongqing,Mazatln,13151
4032,Chongqing,Mecca,6673
4033,Chongqing,Melbourne,8506
4034,Chongqing,Mexico City,13891
4035,Chongqing,Milan,8230
4036,Chongqing,Montevideo,18298
4037,Chongqing,Moscow,6020
4038,Chongqing,Munich,7936
4039,Chongqing,Nagasaki,2242
4040,Chongqing,Nagoya,2899
4041,Chongqing,Nairobi,8136
4042,Chongqing,Nanjing (Nanking),1201
4043,Chongqing,Naples,8079
4044,Chongqing,New Delhi,2846
4045,Chongqing,Newcastle-on-Tyne,8391
4046,Chongqing,Odessa,6620
4047,Chongqing,Osaka,2765
4048,Chongqing,Oslo,7487
4049,Chongqing,Panama City,15658
4050,Chongqing,Paramaribo,15614
4051,Chongqing,Paris,8509
4052,Chongqing,Perth,6932
4053,Chongqing,Plymouth,8805
4054,Chongqing,Port Moresby,6148
4055,Chongqing,Prague,7660
4056,Chongqing,Rangoon,1795
4057,Chongqing,Reykjavk,8659
4058,Chongqing,Rio de Janeiro,16918
4059,Chongqing,Rome,8165
4060,Chongqing,Salvador,15961
4061,Chongqing,Santiago,19531
4062,Chongqing,St. Petersburg,6426
4063,Chongqing,So Paulo,17258
4064,Chongqing,Shanghai,1435
4065,Chongqing,Singapore,3185
4066,Chongqing,Sofia,7304
4067,Chongqing,Stockholm,7117
4068,Chongqing,Sydney,8487
4069,Chongqing,Tananarive,8314
4070,Chongqing,Teheran,5103
4071,Chongqing,Tokyo,3157
4072,Chongqing,Tripoli,8546
4073,Chongqing,Venice,8007
4074,Chongqing,Veracruz,14053
4075,Chongqing,Vienna,7606
4076,Chongqing,Vladivostok,2701
4077,Chongqing,Warsaw,7150
4078,Chongqing,Wellington,10552
4079,Chongqing,Zrich,8180
4080,Copenhagen,Aberdeen,918
4081,Copenhagen,Adelaide,15359
4082,Copenhagen,Algiers,2214
4083,Copenhagen,Amsterdam,621
4084,Copenhagen,Ankara,2301
4085,Copenhagen,Asuncin,11158
4086,Copenhagen,Athens,2137
4087,Copenhagen,Auckland,17532
4088,Copenhagen,Bangkok,8620
4089,Copenhagen,Barcelona,1759
4090,Copenhagen,Beijing,7201
4091,Copenhagen,Belm,8386
4092,Copenhagen,Belfast,1177
4093,Copenhagen,Belgrade,1325
4094,Copenhagen,Berlin,356
4095,Copenhagen,Birmingham,1010
4096,Copenhagen,Bogot,9391
4097,Copenhagen,Bombay,6421
4098,Copenhagen,Bordeaux,1516
4099,Copenhagen,Bremen,376
4100,Copenhagen,Brisbane,15582
4101,Copenhagen,Bristol,1101
4102,Copenhagen,Brussels,762
4103,Copenhagen,Bucharest,1575
4104,Copenhagen,Budapest,1012
4105,Copenhagen,Buenos Aires,12062
4106,Copenhagen,Cairo,3212
4107,Copenhagen,Calcutta,7073
4108,Copenhagen,Canton,8541
4109,Copenhagen,Cape Town,9976
4110,Copenhagen,Caracas,8396
4111,Copenhagen,Cayenne,8012
4112,Copenhagen,Chihuahua,8995
4113,Copenhagen,Chongqing,7552
4114,Copenhagen,Copenhagen,0
4115,Copenhagen,Crdoba,12087
4116,Copenhagen,Dakar,5230
4117,Copenhagen,Darwin,12904
4118,Copenhagen,Djibouti,5575
4119,Copenhagen,Dublin,1238
4120,Copenhagen,Durban,9670
4121,Copenhagen,Edinburgh,981
4122,Copenhagen,Frankfurt,669
4123,Copenhagen,Georgetown,8192
4124,Copenhagen,Glasgow,1049
4125,Copenhagen,Guatemala City,9466
4126,Copenhagen,Guayaquil,10363
4127,Copenhagen,Hamburg,286
4128,Copenhagen,Hammerfest,1747
4129,Copenhagen,Havana,8201
4130,Copenhagen,Helsinki,886
4131,Copenhagen,Hobart,16514
4132,Copenhagen,Hong Kong,8667
4133,Copenhagen,Iquique,11402
4134,Copenhagen,Irkutsk,5545
4135,Copenhagen,Jakarta,10847
4136,Copenhagen,Johannesburg,9221
4137,Copenhagen,Kingston,8327
4138,Copenhagen,Kinshasa,6672
4139,Copenhagen,Kuala Lumpur,9665
4140,Copenhagen,La Paz,10957
4141,Copenhagen,Leeds,926
4142,Copenhagen,Lima,11081
4143,Copenhagen,Lisbon,2476
4144,Copenhagen,Liverpool,1032
4145,Copenhagen,London,950
4146,Copenhagen,Lyons,1228
4147,Copenhagen,Madrid,2070
4148,Copenhagen,Manchester,982
4149,Copenhagen,Manila,9779
4150,Copenhagen,Marseilles,1465
4151,Copenhagen,Mazatln,9534
4152,Copenhagen,Mecca,4415
4153,Copenhagen,Melbourne,15984
4154,Copenhagen,Mexico City,9508
4155,Copenhagen,Milan,1160
4156,Copenhagen,Montevideo,11978
4157,Copenhagen,Moscow,1559
4158,Copenhagen,Munich,840
4159,Copenhagen,Nagasaki,8533
4160,Copenhagen,Nagoya,8629
4161,Copenhagen,Nairobi,6721
4162,Copenhagen,Nanjing (Nanking),8040
4163,Copenhagen,Naples,1653
4164,Copenhagen,New Delhi,5849
4165,Copenhagen,Newcastle-on-Tyne,899
4166,Copenhagen,Odessa,1626
4167,Copenhagen,Osaka,8623
4168,Copenhagen,Oslo,488
4169,Copenhagen,Panama City,9316
4170,Copenhagen,Paramaribo,8102
4171,Copenhagen,Paris,1031
4172,Copenhagen,Perth,13695
4173,Copenhagen,Plymouth,1252
4174,Copenhagen,Port Moresby,13533
4175,Copenhagen,Prague,633
4176,Copenhagen,Rangoon,8060
4177,Copenhagen,Reykjavk,2106
4178,Copenhagen,Rio de Janeiro,10197
4179,Copenhagen,Rome,1530
4180,Copenhagen,Salvador,8977
4181,Copenhagen,Santiago,12633
4182,Copenhagen,St. Petersburg,1148
4183,Copenhagen,So Paulo,10414
4184,Copenhagen,Shanghai,8258
4185,Copenhagen,Singapore,9978
4186,Copenhagen,Sofia,1639
4187,Copenhagen,Stockholm,518
4188,Copenhagen,Sydney,16040
4189,Copenhagen,Tananarive,8914
4190,Copenhagen,Teheran,3685
4191,Copenhagen,Tokyo,8695
4192,Copenhagen,Tripoli,2526
4193,Copenhagen,Venice,1138
4194,Copenhagen,Veracruz,9369
4195,Copenhagen,Vienna,865
4196,Copenhagen,Vladivostok,7642
4197,Copenhagen,Warsaw,670
4198,Copenhagen,Wellington,17959
4199,Copenhagen,Zrich,965
4200,Crdoba,Aberdeen,11430
4201,Crdoba,Adelaide,12259
4202,Crdoba,Algiers,10313
4203,Crdoba,Amsterdam,11467
4204,Crdoba,Ankara,12738
4205,Crdoba,Asuncin,938
4206,Crdoba,Athens,11924
4207,Crdoba,Auckland,10256
4208,Crdoba,Bangkok,17499
4209,Crdoba,Barcelona,10569
4210,Crdoba,Beijing,19074
4211,Crdoba,Belm,3720
4212,Crdoba,Belfast,11067
4213,Crdoba,Belgrade,12031
4214,Crdoba,Berlin,11965
4215,Crdoba,Birmingham,11105
4216,Crdoba,Bogot,4143
4217,Crdoba,Bombay,15502
4218,Crdoba,Bordeaux,10642
4219,Crdoba,Bremen,11732
4220,Crdoba,Brisbane,12360
4221,Crdoba,Bristol,11002
4222,Crdoba,Brussels,11341
4223,Crdoba,Bucharest,12410
4224,Crdoba,Budapest,12063
4225,Crdoba,Buenos Aires,642
4226,Crdoba,Cairo,12165
4227,Crdoba,Calcutta,17132
4228,Crdoba,Canton,19052
4229,Crdoba,Cape Town,7501
4230,Crdoba,Caracas,4672
4231,Crdoba,Cayenne,4226
4232,Crdoba,Chihuahua,8018
4233,Crdoba,Chongqing,19108
4234,Crdoba,Copenhagen,12087
4235,Crdoba,Crdoba,0
4236,Crdoba,Dakar,7149
4237,Crdoba,Darwin,14874
4238,Crdoba,Djibouti,12295
4239,Crdoba,Dublin,10955
4240,Crdoba,Durban,8757
4241,Crdoba,Edinburgh,11294
4242,Crdoba,Frankfurt,11546
4243,Crdoba,Georgetown,4295
4244,Crdoba,Glasgow,11237
4245,Crdoba,Guatemala City,5844
4246,Crdoba,Guayaquil,3653
4247,Crdoba,Hamburg,11828
4248,Crdoba,Hammerfest,13208
4249,Crdoba,Havana,6373
4250,Crdoba,Helsinki,12957
4251,Crdoba,Hobart,11147
4252,Crdoba,Hong Kong,18986
4253,Crdoba,Iquique,1389
4254,Crdoba,Irkutsk,17497
4255,Crdoba,Jakarta,15711
4256,Crdoba,Johannesburg,8720
4257,Crdoba,Kingston,5661
4258,Crdoba,Kinshasa,8758
4259,Crdoba,Kuala Lumpur,16534
4260,Crdoba,La Paz,1722
4261,Crdoba,Leeds,11221
4262,Crdoba,Lima,2534
4263,Crdoba,Lisbon,9657
4264,Crdoba,Liverpool,11121
4265,Crdoba,London,11139
4266,Crdoba,Lyons,11035
4267,Crdoba,Madrid,10125
4268,Crdoba,Manchester,11165
4269,Crdoba,Manila,18066
4270,Crdoba,Marseilles,10908
4271,Crdoba,Mazatln,7560
4272,Crdoba,Mecca,12505
4273,Crdoba,Melbourne,11742
4274,Crdoba,Mexico City,6777
4275,Crdoba,Milan,11292
4276,Crdoba,Montevideo,835
4277,Crdoba,Moscow,13561
4278,Crdoba,Munich,11608
4279,Crdoba,Nagasaki,18678
4280,Crdoba,Nagoya,18016
4281,Crdoba,Nairobi,10973
4282,Crdoba,Nanjing (Nanking),19719
4283,Crdoba,Naples,11366
4284,Crdoba,New Delhi,16300
4285,Crdoba,Newcastle-on-Tyne,11301
4286,Crdoba,Odessa,12833
4287,Crdoba,Osaka,18152
4288,Crdoba,Oslo,12220
4289,Crdoba,Panama City,4784
4290,Crdoba,Paramaribo,4245
4291,Crdoba,Paris,11087
4292,Crdoba,Perth,12963
4293,Crdoba,Plymouth,10846
4294,Crdoba,Port Moresby,14379
4295,Crdoba,Prague,11896
4296,Crdoba,Rangoon,17435
4297,Crdoba,Reykjavk,11245
4298,Crdoba,Rio de Janeiro,2274
4299,Crdoba,Rome,11301
4300,Crdoba,Salvador,3338
4301,Crdoba,Santiago,656
4302,Crdoba,St. Petersburg,13233
4303,Crdoba,So Paulo,1948
4304,Crdoba,Shanghai,19478
4305,Crdoba,Singapore,16427
4306,Crdoba,Sofia,12125
4307,Crdoba,Stockholm,12558
4308,Crdoba,Sydney,11856
4309,Crdoba,Tananarive,10839
4310,Crdoba,Teheran,14167
4311,Crdoba,Tokyo,17756
4312,Crdoba,Tripoli,10821
4313,Crdoba,Venice,11500
4314,Crdoba,Veracruz,6584
4315,Crdoba,Vienna,11919
4316,Crdoba,Vladivostok,18088
4317,Crdoba,Warsaw,12412
4318,Crdoba,Wellington,9919
4319,Crdoba,Zrich,11368
4320,Dakar,Aberdeen,4897
4321,Dakar,Adelaide,16730
4322,Dakar,Algiers,3190
4323,Dakar,Amsterdam,4634
4324,Dakar,Ankara,5619
4325,Dakar,Asuncin,6218
4326,Dakar,Athens,4796
4327,Dakar,Auckland,17266
4328,Dakar,Bangkok,12494
4329,Dakar,Barcelona,3521
4330,Dakar,Beijing,12298
4331,Dakar,Belm,3856
4332,Dakar,Belfast,4553
4333,Dakar,Belgrade,4896
4334,Dakar,Berlin,5011
4335,Dakar,Birmingham,4417
4336,Dakar,Bogot,6310
4337,Dakar,Bombay,9508
4338,Dakar,Bordeaux,3714
4339,Dakar,Bremen,4854
4340,Dakar,Brisbane,18289
4341,Dakar,Bristol,4302
4342,Dakar,Brussels,4476
4343,Dakar,Bucharest,5263
4344,Dakar,Budapest,4962
4345,Dakar,Buenos Aires,6974
4346,Dakar,Cairo,5259
4347,Dakar,Calcutta,10947
4348,Dakar,Canton,13204
4349,Dakar,Cape Town,6601
4350,Dakar,Caracas,5389
4351,Dakar,Cayenne,3964
4352,Dakar,Chihuahua,9101
4353,Dakar,Chongqing,12246
4354,Dakar,Copenhagen,5230
4355,Dakar,Crdoba,7149
4356,Dakar,Dakar,0
4357,Dakar,Darwin,16584
4358,Dakar,Djibouti,6545
4359,Dakar,Dublin,4410
4360,Dakar,Durban,7166
4361,Dakar,Edinburgh,4746
4362,Dakar,Frankfurt,4593
4363,Dakar,Georgetown,4534
4364,Dakar,Glasgow,4715
4365,Dakar,Guatemala City,7818
4366,Dakar,Guayaquil,7123
4367,Dakar,Hamburg,4946
4368,Dakar,Hammerfest,6813
4369,Dakar,Havana,6842
4370,Dakar,Helsinki,6107
4371,Dakar,Hobart,16559
4372,Dakar,Hong Kong,13332
4373,Dakar,Iquique,6936
4374,Dakar,Irkutsk,10706
4375,Dakar,Jakarta,13864
4376,Dakar,Johannesburg,6699
4377,Dakar,Kingston,6318
4378,Dakar,Kinshasa,4180
4379,Dakar,Kuala Lumpur,13030
4380,Dakar,La Paz,6572
4381,Dakar,Leeds,4564
4382,Dakar,Lima,7199
4383,Dakar,Lisbon,2797
4384,Dakar,Liverpool,4491
4385,Dakar,London,4382
4386,Dakar,Lyons,4036
4387,Dakar,Madrid,3161
4388,Dakar,Manchester,4519
4389,Dakar,Manila,14403
4390,Dakar,Marseilles,3855
4391,Dakar,Mazatln,9266
4392,Dakar,Mecca,6064
4393,Dakar,Melbourne,16916
4394,Dakar,Mexico City,8615
4395,Dakar,Milan,4234
4396,Dakar,Montevideo,6857
4397,Dakar,Moscow,6515
4398,Dakar,Munich,4575
4399,Dakar,Nagasaki,13702
4400,Dakar,Nagoya,13856
4401,Dakar,Nairobi,6244
4402,Dakar,Nanjing (Nanking),13045
4403,Dakar,Naples,4223
4404,Dakar,New Delhi,9675
4405,Dakar,Newcastle-on-Tyne,4685
4406,Dakar,Odessa,5688
4407,Dakar,Osaka,13843
4408,Dakar,Oslo,5531
4409,Dakar,Panama City,6766
4410,Dakar,Paramaribo,4245
4411,Dakar,Paris,4204
4412,Dakar,Perth,14923
4413,Dakar,Plymouth,4154
4414,Dakar,Port Moresby,18242
4415,Dakar,Prague,4875
4416,Dakar,Rangoon,11918
4417,Dakar,Reykjavk,5503
4418,Dakar,Rio de Janeiro,5033
4419,Dakar,Rome,4171
4420,Dakar,Salvador,3841
4421,Dakar,Santiago,7777
4422,Dakar,St. Petersburg,6336
4423,Dakar,So Paulo,5291
4424,Dakar,Shanghai,13292
4425,Dakar,Singapore,13330
4426,Dakar,Sofia,4976
4427,Dakar,Stockholm,5747
4428,Dakar,Sydney,17572
4429,Dakar,Tananarive,8033
4430,Dakar,Teheran,7200
4431,Dakar,Tokyo,13926
4432,Dakar,Tripoli,3700
4433,Dakar,Venice,4413
4434,Dakar,Veracruz,8317
4435,Dakar,Vienna,4846
4436,Dakar,Vladivostok,12871
4437,Dakar,Warsaw,5380
4438,Dakar,Wellington,16828
4439,Dakar,Zrich,4354
4440,Darwin,Aberdeen,13661
4441,Darwin,Adelaide,2615
4442,Darwin,Algiers,14178
4443,Darwin,Amsterdam,13499
4444,Darwin,Ankara,11564
4445,Darwin,Asuncin,15720
4446,Darwin,Athens,12350
4447,Darwin,Auckland,5135
4448,Darwin,Bangkok,4436
4449,Darwin,Barcelona,14113
4450,Darwin,Beijing,6012
4451,Darwin,Belm,18464
4452,Darwin,Belfast,14012
4453,Darwin,Belgrade,12577
4454,Darwin,Berlin,12946
4455,Darwin,Birmingham,13913
4456,Darwin,Bogot,17119
4457,Darwin,Bombay,7258
4458,Darwin,Bordeaux,14185
4459,Darwin,Bremen,13223
4460,Darwin,Brisbane,2856
4461,Darwin,Bristol,14004
4462,Darwin,Brussels,13595
4463,Darwin,Bucharest,12139
4464,Darwin,Budapest,12655
4465,Darwin,Buenos Aires,14693
4466,Darwin,Cairo,11601
4467,Darwin,Calcutta,6046
4468,Darwin,Canton,4396
4469,Darwin,Cape Town,11221
4470,Darwin,Caracas,18054
4471,Darwin,Cayenne,19096
4472,Darwin,Chihuahua,13879
4473,Darwin,Chongqing,5369
4474,Darwin,Copenhagen,12904
4475,Darwin,Crdoba,14874
4476,Darwin,Dakar,16584
4477,Darwin,Darwin,0
4478,Darwin,Djibouti,10047
4479,Darwin,Dublin,14109
4480,Darwin,Durban,10255
4481,Darwin,Edinburgh,13786
4482,Darwin,Frankfurt,13335
4483,Darwin,Georgetown,18832
4484,Darwin,Glasgow,13848
4485,Darwin,Guatemala City,15542
4486,Darwin,Guayaquil,16246
4487,Darwin,Hamburg,13130
4488,Darwin,Hammerfest,11945
4489,Darwin,Havana,16312
4490,Darwin,Helsinki,12082
4491,Darwin,Hobart,3733
4492,Darwin,Hong Kong,4274
4493,Darwin,Iquique,15722
4494,Darwin,Irkutsk,7657
4495,Darwin,Jakarta,2725
4496,Darwin,Johannesburg,10636
4497,Darwin,Kingston,16987
4498,Darwin,Kinshasa,12657
4499,Darwin,Kuala Lumpur,3657
4500,Darwin,La Paz,16167
4501,Darwin,Leeds,13817
4502,Darwin,Lima,15908
4503,Darwin,Lisbon,15115
4504,Darwin,Liverpool,13922
4505,Darwin,London,13848
4506,Darwin,Lyons,13758
4507,Darwin,Madrid,14611
4508,Darwin,Manchester,13874
4509,Darwin,Manila,3199
4510,Darwin,Marseilles,13800
4511,Darwin,Mazatln,13874
4512,Darwin,Mecca,10623
4513,Darwin,Melbourne,3144
4514,Darwin,Mexico City,14634
4515,Darwin,Milan,13443
4516,Darwin,Montevideo,14698
4517,Darwin,Moscow,11352
4518,Darwin,Munich,13192
4519,Darwin,Nagasaki,5034
4520,Darwin,Nagoya,5329
4521,Darwin,Nairobi,10400
4522,Darwin,Nanjing (Nanking),5111
4523,Darwin,Naples,13138
4524,Darwin,New Delhi,7351
4525,Darwin,Newcastle-on-Tyne,13757
4526,Darwin,Odessa,11774
4527,Darwin,Osaka,5249
4528,Darwin,Oslo,12856
4529,Darwin,Panama City,16674
4530,Darwin,Paramaribo,19012
4531,Darwin,Paris,13817
4532,Darwin,Perth,2652
4533,Darwin,Plymouth,14153
4534,Darwin,Port Moresby,1809
4535,Darwin,Prague,12940
4536,Darwin,Rangoon,5027
4537,Darwin,Reykjavk,13902
4538,Darwin,Rio de Janeiro,16023
4539,Darwin,Rome,13268
4540,Darwin,Salvador,16954
4541,Darwin,Santiago,14418
4542,Darwin,St. Petersburg,11791
4543,Darwin,So Paulo,16003
4544,Darwin,Shanghai,4954
4545,Darwin,Singapore,3340
4546,Darwin,Sofia,12370
4547,Darwin,Stockholm,12483
4548,Darwin,Sydney,3144
4549,Darwin,Tananarive,8870
4550,Darwin,Teheran,9856
4551,Darwin,Tokyo,5433
4552,Darwin,Tripoli,13326
4553,Darwin,Venice,13203
4554,Darwin,Veracruz,14944
4555,Darwin,Vienna,12845
4556,Darwin,Vladivostok,6187
4557,Darwin,Warsaw,12447
4558,Darwin,Wellington,5322
4559,Darwin,Zrich,13436
4560,Djibouti,Aberdeen,6357
4561,Djibouti,Adelaide,11237
4562,Djibouti,Algiers,4887
4563,Djibouti,Amsterdam,5679
4564,Djibouti,Ankara,3313
4565,Djibouti,Asuncin,11616
4566,Djibouti,Athens,3514
4567,Djibouti,Auckland,14441
4568,Djibouti,Bangkok,6224
4569,Djibouti,Barcelona,5177
4570,Djibouti,Beijing,7776
4571,Djibouti,Belm,10207
4572,Djibouti,Belfast,6411
4573,Djibouti,Belgrade,4284
4574,Djibouti,Berlin,5272
4575,Djibouti,Birmingham,6058
4576,Djibouti,Bogot,12855
4577,Djibouti,Bombay,3293
4578,Djibouti,Bordeaux,5548
4579,Djibouti,Bremen,5532
4580,Djibouti,Brisbane,12563
4581,Djibouti,Bristol,6043
4582,Djibouti,Brussels,5604
4583,Djibouti,Bucharest,4001
4584,Djibouti,Budapest,4585
4585,Djibouti,Buenos Aires,11768
4586,Djibouti,Cairo,2389
4587,Djibouti,Calcutta,4955
4588,Djibouti,Canton,7499
4589,Djibouti,Cape Town,5684
4590,Djibouti,Caracas,11913
4591,Djibouti,Cayenne,10481
4592,Djibouti,Chihuahua,14456
4593,Djibouti,Chongqing,6830
4594,Djibouti,Copenhagen,5575
4595,Djibouti,Crdoba,12295
4596,Djibouti,Dakar,6545
4597,Djibouti,Darwin,10047
4598,Djibouti,Djibouti,0
4599,Djibouti,Dublin,6361
4600,Djibouti,Durban,4782
4601,Djibouti,Edinburgh,6334
4602,Djibouti,Frankfurt,5315
4603,Djibouti,Georgetown,11078
4604,Djibouti,Glasgow,6387
4605,Djibouti,Guatemala City,14132
4606,Djibouti,Guayaquil,13646
4607,Djibouti,Hamburg,5511
4608,Djibouti,Hammerfest,6711
4609,Djibouti,Havana,12939
4610,Djibouti,Helsinki,5612
4611,Djibouti,Hobart,12033
4612,Djibouti,Hong Kong,7600
4613,Djibouti,Iquique,12843
4614,Djibouti,Irkutsk,7070
4615,Djibouti,Jakarta,7322
4616,Djibouti,Johannesburg,4494
4617,Djibouti,Kingston,12647
4618,Djibouti,Kinshasa,3538
4619,Djibouti,Kuala Lumpur,6523
4620,Djibouti,La Paz,12626
4621,Djibouti,Leeds,6114
4622,Djibouti,Lima,13505
4623,Djibouti,Lisbon,5961
4624,Djibouti,Liverpool,6178
4625,Djibouti,London,5900
4626,Djibouti,Lyons,5243
4627,Djibouti,Madrid,5579
4628,Djibouti,Manchester,6141
4629,Djibouti,Manila,8404
4630,Djibouti,Marseilles,5061
4631,Djibouti,Mazatln,14923
4632,Djibouti,Mecca,1164
4633,Djibouti,Melbourne,11829
4634,Djibouti,Mexico City,14629
4635,Djibouti,Milan,4952
4636,Djibouti,Montevideo,11569
4637,Djibouti,Moscow,4943
4638,Djibouti,Munich,5011
4639,Djibouti,Nagasaki,9031
4640,Djibouti,Nagoya,9622
4641,Djibouti,Nairobi,1588
4642,Djibouti,Nanjing (Nanking),8005
4643,Djibouti,Naples,4306
4644,Djibouti,New Delhi,4019
4645,Djibouti,Newcastle-on-Tyne,6195
4646,Djibouti,Odessa,4054
4647,Djibouti,Osaka,9506
4648,Djibouti,Oslo,6009
4649,Djibouti,Panama City,13271
4650,Djibouti,Paramaribo,10778
4651,Djibouti,Paris,5589
4652,Djibouti,Perth,9111
4653,Djibouti,Plymouth,6077
4654,Djibouti,Port Moresby,11735
4655,Djibouti,Prague,5023
4656,Djibouti,Rangoon,5723
4657,Djibouti,Reykjavk,7659
4658,Djibouti,Rio de Janeiro,10126
4659,Djibouti,Rome,4498
4660,Djibouti,Salvador,9391
4661,Djibouti,Santiago,12908
4662,Djibouti,St. Petersburg,5487
4663,Djibouti,So Paulo,10471
4664,Djibouti,Shanghai,8255
4665,Djibouti,Singapore,6808
4666,Djibouti,Sofia,3955
4667,Djibouti,Stockholm,5705
4668,Djibouti,Sydney,12366
4669,Djibouti,Tananarive,3408
4670,Djibouti,Teheran,2835
4671,Djibouti,Tokyo,9858
4672,Djibouti,Tripoli,3864
4673,Djibouti,Venice,4763
4674,Djibouti,Veracruz,14394
4675,Djibouti,Vienna,4777
4676,Djibouti,Vladivostok,9051
4677,Djibouti,Warsaw,4942
4678,Djibouti,Wellington,14282
