,Start,Target,Distance
6927,Kingston,Osaka,13249
6928,Kingston,Oslo,8147
6929,Kingston,Panama City,1044
6930,Kingston,Paramaribo,2707
6931,Kingston,Paris,7727
6932,Kingston,Perth,18007
6933,Kingston,Plymouth,7261
6934,Kingston,Port Moresby,15184
6935,Kingston,Prague,8571
6936,Kingston,Rangoon,16064
6937,Kingston,Reykjavk,6544
6938,Kingston,Rio de Janeiro,5835
6939,Kingston,Rome,8625
6940,Kingston,Salvador,5434
6941,Kingston,Santiago,5757
6942,Kingston,St. Petersburg,9196
6943,Kingston,So Paulo,5666
6944,Kingston,Shanghai,14211
6945,Kingston,Singapore,17876
6946,Kingston,Sofia,9459
6947,Kingston,Stockholm,8566
6948,Kingston,Sydney,14966
6949,Kingston,Tananarive,14169
6950,Kingston,Teheran,11954
6951,Kingston,Tokyo,12914
6952,Kingston,Tripoli,8934
6953,Kingston,Venice,8529
6954,Kingston,Veracruz,2042
6955,Kingston,Vienna,8754
6956,Kingston,Vladivostok,12605
6957,Kingston,Warsaw,8952
6958,Kingston,Wellington,12834
6959,Kingston,Zrich,8202
6960,Kinshasa,Aberdeen,7011
6961,Kinshasa,Adelaide,12672
6962,Kinshasa,Algiers,4748
6963,Kinshasa,Amsterdam,6377
6964,Kinshasa,Ankara,5236
6965,Kinshasa,Asuncin,8090
6966,Kinshasa,Athens,4779
6967,Kinshasa,Auckland,14966
6968,Kinshasa,Bangkok,9606
6969,Kinshasa,Barcelona,5251
6970,Kinshasa,Beijing,11263
6971,Kinshasa,Belm,7086
6972,Kinshasa,Belfast,6838
6973,Kinshasa,Belgrade,5492
6974,Kinshasa,Berlin,6318
6975,Kinshasa,Birmingham,6511
6976,Kinshasa,Bogot,9993
6977,Kinshasa,Bombay,6803
6978,Kinshasa,Bordeaux,5685
6979,Kinshasa,Bremen,6409
6980,Kinshasa,Brisbane,14278
6981,Kinshasa,Bristol,6429
6982,Kinshasa,Brussels,6222
6983,Kinshasa,Bucharest,5523
6984,Kinshasa,Budapest,5771
6985,Kinshasa,Buenos Aires,8241
6986,Kinshasa,Cairo,4183
6987,Kinshasa,Calcutta,8472
6988,Kinshasa,Canton,11009
6989,Kinshasa,Cape Town,3308
6990,Kinshasa,Caracas,9257
6991,Kinshasa,Cayenne,7574
6992,Kinshasa,Chihuahua,13281
6993,Kinshasa,Chongqing,10368
6994,Kinshasa,Copenhagen,6672
6995,Kinshasa,Crdoba,8758
6996,Kinshasa,Dakar,4180
6997,Kinshasa,Darwin,12657
6998,Kinshasa,Djibouti,3538
6999,Kinshasa,Dublin,6717
7000,Kinshasa,Durban,3283
7001,Kinshasa,Edinburgh,6904
7002,Kinshasa,Frankfurt,6083
7003,Kinshasa,Georgetown,8253
7004,Kinshasa,Glasgow,6920
7005,Kinshasa,Guatemala City,11826
7006,Kinshasa,Guayaquil,10567
7007,Kinshasa,Hamburg,6451
7008,Kinshasa,Hammerfest,8355
7009,Kinshasa,Havana,10978
7010,Kinshasa,Helsinki,7218
7011,Kinshasa,Hobart,12898
7012,Kinshasa,Hong Kong,11103
7013,Kinshasa,Iquique,9363
7014,Kinshasa,Irkutsk,10322
7015,Kinshasa,Jakarta,10122
7016,Kinshasa,Johannesburg,2789
7017,Kinshasa,Kingston,10376
7018,Kinshasa,Kinshasa,0
7019,Kinshasa,Kuala Lumpur,9636
7020,Kinshasa,La Paz,9196
7021,Kinshasa,Leeds,6641
7022,Kinshasa,Lima,10159
7023,Kinshasa,Lisbon,5404
7024,Kinshasa,Liverpool,6641
7025,Kinshasa,London,6377
7026,Kinshasa,Lyons,5660
7027,Kinshasa,Madrid,5337
7028,Kinshasa,Manchester,6632
7029,Kinshasa,Manila,11812
7030,Kinshasa,Marseilles,5390
7031,Kinshasa,Mazatln,13425
7032,Kinshasa,Mecca,3914
7033,Kinshasa,Melbourne,13033
7034,Kinshasa,Mexico City,12722
7035,Kinshasa,Milan,5565
7036,Kinshasa,Montevideo,8045
7037,Kinshasa,Moscow,6982
7038,Kinshasa,Munich,5841
7039,Kinshasa,Nagasaki,12562
7040,Kinshasa,Nagoya,13133
7041,Kinshasa,Nairobi,2423
7042,Kinshasa,Nanjing (Nanking),11542
7043,Kinshasa,Naples,5019
7044,Kinshasa,New Delhi,7549
7045,Kinshasa,Newcastle-on-Tyne,6771
7046,Kinshasa,Odessa,5846
7047,Kinshasa,Osaka,13023
7048,Kinshasa,Oslo,7155
7049,Kinshasa,Panama City,10609
7050,Kinshasa,Paramaribo,7911
7051,Kinshasa,Paris,6036
7052,Kinshasa,Perth,10746
7053,Kinshasa,Plymouth,6360
7054,Kinshasa,Port Moresby,14466
7055,Kinshasa,Prague,6047
7056,Kinshasa,Rangoon,9162
7057,Kinshasa,Reykjavk,8201
7058,Kinshasa,Rio de Janeiro,6603
7059,Kinshasa,Rome,5145
7060,Kinshasa,Salvador,5973
7061,Kinshasa,Santiago,9376
7062,Kinshasa,St. Petersburg,7262
7063,Kinshasa,So Paulo,6947
7064,Kinshasa,Shanghai,11793
7065,Kinshasa,Singapore,9866
7066,Kinshasa,Sofia,5285
7067,Kinshasa,Stockholm,7074
7068,Kinshasa,Sydney,13717
7069,Kinshasa,Tananarive,3857
7070,Kinshasa,Teheran,5851
7071,Kinshasa,Tokyo,13359
7072,Kinshasa,Tripoli,4147
7073,Kinshasa,Venice,5537
7074,Kinshasa,Veracruz,12415
7075,Kinshasa,Vienna,5842
7076,Kinshasa,Vladivostok,12479
7077,Kinshasa,Warsaw,6309
7078,Kinshasa,Wellington,14535
7079,Kinshasa,Zrich,5781
7080,Kuala Lumpur,Aberdeen,10541
7081,Kuala Lumpur,Adelaide,5718
7082,Kuala Lumpur,Algiers,10569
7083,Kuala Lumpur,Amsterdam,10192
7084,Kuala Lumpur,Ankara,7984
7085,Kuala Lumpur,Asuncin,16710
7086,Kuala Lumpur,Athens,8740
7087,Kuala Lumpur,Auckland,8724
7088,Kuala Lumpur,Bangkok,1187
7089,Kuala Lumpur,Barcelona,10569
7090,Kuala Lumpur,Beijing,4350
7091,Kuala Lumpur,Belm,16697
7092,Kuala Lumpur,Belfast,10841
7093,Kuala Lumpur,Belgrade,9066
7094,Kuala Lumpur,Berlin,9615
7095,Kuala Lumpur,Birmingham,10646
7096,Kuala Lumpur,Bogot,19051
7097,Kuala Lumpur,Bombay,3602
7098,Kuala Lumpur,Bordeaux,10718
7099,Kuala Lumpur,Bremen,9921
7100,Kuala Lumpur,Brisbane,6471
7101,Kuala Lumpur,Bristol,10714
7102,Kuala Lumpur,Brussels,10249
7103,Kuala Lumpur,Bucharest,8621
7104,Kuala Lumpur,Budapest,9196
7105,Kuala Lumpur,Buenos Aires,15956
7106,Kuala Lumpur,Cairo,7945
7107,Kuala Lumpur,Calcutta,2593
7108,Kuala Lumpur,Canton,2546
7109,Kuala Lumpur,Cape Town,9588
7110,Kuala Lumpur,Caracas,18054
7111,Kuala Lumpur,Cayenne,16994
7112,Kuala Lumpur,Chihuahua,15403
7113,Kuala Lumpur,Chongqing,3005
7114,Kuala Lumpur,Copenhagen,9665
7115,Kuala Lumpur,Crdoba,16534
7116,Kuala Lumpur,Dakar,13030
7117,Kuala Lumpur,Darwin,3657
7118,Kuala Lumpur,Djibouti,6523
7119,Kuala Lumpur,Dublin,10901
7120,Kuala Lumpur,Durban,8350
7121,Kuala Lumpur,Edinburgh,10634
7122,Kuala Lumpur,Frankfurt,9954
7123,Kuala Lumpur,Georgetown,17532
7124,Kuala Lumpur,Glasgow,10702
7125,Kuala Lumpur,Guatemala City,17626
7126,Kuala Lumpur,Guayaquil,19804
7127,Kuala Lumpur,Hamburg,9837
7128,Kuala Lumpur,Hammerfest,9240
7129,Kuala Lumpur,Havana,17060
7130,Kuala Lumpur,Helsinki,8972
7131,Kuala Lumpur,Hobart,6856
7132,Kuala Lumpur,Hong Kong,2524
7133,Kuala Lumpur,Iquique,17923
7134,Kuala Lumpur,Irkutsk,5494
7135,Kuala Lumpur,Jakarta,1188
7136,Kuala Lumpur,Johannesburg,8539
7137,Kuala Lumpur,Kingston,17661
7138,Kuala Lumpur,Kinshasa,9636
7139,Kuala Lumpur,Kuala Lumpur,0
7140,Kuala Lumpur,La Paz,18178
7141,Kuala Lumpur,Leeds,10586
7142,Kuala Lumpur,Lima,19019
7143,Kuala Lumpur,Lisbon,11571
7144,Kuala Lumpur,Liverpool,10691
7145,Kuala Lumpur,London,10543
7146,Kuala Lumpur,Lyons,10288
7147,Kuala Lumpur,Madrid,11072
7148,Kuala Lumpur,Manchester,10640
7149,Kuala Lumpur,Manila,2465
7150,Kuala Lumpur,Marseilles,10281
7151,Kuala Lumpur,Mazatln,15788
7152,Kuala Lumpur,Mecca,6984
7153,Kuala Lumpur,Melbourne,6364
7154,Kuala Lumpur,Mexico City,16627
7155,Kuala Lumpur,Milan,9956
7156,Kuala Lumpur,Montevideo,15810
7157,Kuala Lumpur,Moscow,8128
7158,Kuala Lumpur,Munich,9756
7159,Kuala Lumpur,Nagasaki,4418
7160,Kuala Lumpur,Nagoya,5080
7161,Kuala Lumpur,Nairobi,7218
7162,Kuala Lumpur,Nanjing (Nanking),3682
7163,Kuala Lumpur,Naples,9565
7164,Kuala Lumpur,New Delhi,3837
7165,Kuala Lumpur,Newcastle-on-Tyne,10564
7166,Kuala Lumpur,Odessa,8300
7167,Kuala Lumpur,Osaka,4936
7168,Kuala Lumpur,Oslo,9761
7169,Kuala Lumpur,Panama City,18662
7170,Kuala Lumpur,Paramaribo,17271
7171,Kuala Lumpur,Paris,10427
7172,Kuala Lumpur,Perth,4178
7173,Kuala Lumpur,Plymouth,10844
7174,Kuala Lumpur,Port Moresby,5223
7175,Kuala Lumpur,Prague,9545
7176,Kuala Lumpur,Rangoon,1645
7177,Kuala Lumpur,Reykjavk,11244
7178,Kuala Lumpur,Rio de Janeiro,15642
7179,Kuala Lumpur,Rome,9712
7180,Kuala Lumpur,Salvador,15501
7181,Kuala Lumpur,Santiago,16552
7182,Kuala Lumpur,St. Petersburg,8680
7183,Kuala Lumpur,So Paulo,15916
7184,Kuala Lumpur,Shanghai,3742
7185,Kuala Lumpur,Singapore,324
7186,Kuala Lumpur,Sofia,8821
7187,Kuala Lumpur,Stockholm,9347
7188,Kuala Lumpur,Sydney,6603
7189,Kuala Lumpur,Tananarive,6404
7190,Kuala Lumpur,Teheran,6271
7191,Kuala Lumpur,Tokyo,5324
7192,Kuala Lumpur,Tripoli,9678
7193,Kuala Lumpur,Venice,9709
7194,Kuala Lumpur,Veracruz,16858
7195,Kuala Lumpur,Vienna,9404
7196,Kuala Lumpur,Vladivostok,5362
7197,Kuala Lumpur,Warsaw,9099
7198,Kuala Lumpur,Wellington,8839
7199,Kuala Lumpur,Zrich,9990
7200,La Paz,Aberdeen,10186
7201,La Paz,Adelaide,13632
7202,La Paz,Algiers,9526
7203,La Paz,Amsterdam,10361
7204,La Paz,Ankara,12120
7205,La Paz,Asuncin,1479
7206,La Paz,Athens,11301
7207,La Paz,Auckland,11141
7208,La Paz,Bangkok,18782
7209,La Paz,Barcelona,9670
7210,La Paz,Beijing,17365
7211,La Paz,Belm,2741
7212,La Paz,Belfast,9841
7213,La Paz,Belgrade,11204
7214,La Paz,Berlin,10910
7215,La Paz,Birmingham,9948
7216,La Paz,Bogot,2421
7217,La Paz,Bombay,15900
7218,La Paz,Bordeaux,9645
7219,La Paz,Bremen,10636
7220,La Paz,Brisbane,13391
7221,La Paz,Bristol,9857
7222,La Paz,Brussels,10262
7223,La Paz,Bucharest,11628
7224,La Paz,Budapest,11160
7225,La Paz,Buenos Aires,2248
7226,La Paz,Cairo,11827
7227,La Paz,Calcutta,17490
7228,La Paz,Canton,19254
7229,La Paz,Cape Town,8702
7230,La Paz,Caracas,2996
7231,La Paz,Cayenne,2951
7232,La Paz,Chihuahua,6445
7233,La Paz,Chongqing,18446
7234,La Paz,Copenhagen,10957
7235,La Paz,Crdoba,1722
7236,La Paz,Dakar,6572
7237,La Paz,Darwin,16167
7238,La Paz,Djibouti,12626
7239,La Paz,Dublin,9748
7240,La Paz,Durban,9960
7241,La Paz,Edinburgh,10065
7242,La Paz,Frankfurt,10514
7243,La Paz,Georgetown,2809
7244,La Paz,Glasgow,10002
7245,La Paz,Guatemala City,4224
7246,La Paz,Guayaquil,2030
7247,La Paz,Hamburg,10730
7248,La Paz,Hammerfest,11804
7249,La Paz,Havana,4657
7250,La Paz,Helsinki,11773
7251,La Paz,Hobart,12479
7252,La Paz,Hong Kong,19308
7253,La Paz,Iquique,452
7254,La Paz,Irkutsk,15955
7255,La Paz,Jakarta,17433
7256,La Paz,Johannesburg,9825
7257,La Paz,Kingston,3939
7258,La Paz,Kinshasa,9196
7259,La Paz,Kuala Lumpur,18178
7260,La Paz,La Paz,0
7261,La Paz,Leeds,10043
7262,La Paz,Lima,1056
7263,La Paz,Lisbon,8687
7264,La Paz,Liverpool,9938
7265,La Paz,London,10013
7266,La Paz,Lyons,10067
7267,La Paz,Madrid,9185
7268,La Paz,Manchester,9986
7269,La Paz,Manila,18995
7270,La Paz,Marseilles,9998
7271,La Paz,Mazatln,6045
7272,La Paz,Mecca,12499
7273,La Paz,Melbourne,13051
7274,La Paz,Mexico City,5216
7275,La Paz,Milan,10368
7276,La Paz,Montevideo,2381
7277,La Paz,Moscow,12508
7278,La Paz,Munich,10640
7279,La Paz,Nagasaki,17428
7280,La Paz,Nagoya,16758
7281,La Paz,Nairobi,11589
7282,La Paz,Nanjing (Nanking),18132
7283,La Paz,Naples,10593
7284,La Paz,New Delhi,16246
7285,La Paz,Newcastle-on-Tyne,10100
7286,La Paz,Odessa,12019
7287,La Paz,Osaka,16902
7288,La Paz,Oslo,10992
7289,La Paz,Panama City,3081
7290,La Paz,Paramaribo,2859
7291,La Paz,Paris,10034
7292,La Paz,Perth,14614
7293,La Paz,Plymouth,9708
7294,La Paz,Port Moresby,15164
7295,La Paz,Prague,10902
7296,La Paz,Rangoon,18349
7297,La Paz,Reykjavk,9787
7298,La Paz,Rio de Janeiro,2727
7299,La Paz,Rome,10487
7300,La Paz,Salvador,3238
7301,La Paz,Santiago,1907
7302,La Paz,St. Petersburg,12065
7303,La Paz,So Paulo,2411
7304,La Paz,Shanghai,18099
7305,La Paz,Singapore,18123
7306,La Paz,Sofia,11374
7307,La Paz,Stockholm,11373
7308,La Paz,Sydney,13026
7309,La Paz,Tananarive,11984
7310,La Paz,Teheran,13763
7311,La Paz,Tokyo,16508
7312,La Paz,Tripoli,10236
7313,La Paz,Venice,10600
7314,La Paz,Veracruz,4992
7315,La Paz,Vienna,10981
7316,La Paz,Vladivostok,16474
7317,La Paz,Warsaw,11403
7318,La Paz,Wellington,10893
7319,La Paz,Zrich,10395
7320,Leeds,Aberdeen,380
7321,Leeds,Adelaide,16286
7322,Leeds,Algiers,1912
7323,Leeds,Amsterdam,453
7324,Leeds,Ankara,2993
7325,Leeds,Asuncin,10302
7326,Leeds,Athens,2600
7327,Leeds,Auckland,18115
7328,Leeds,Bangkok,9546
7329,Leeds,Barcelona,1401
7330,Leeds,Beijing,8031
7331,Leeds,Belm,7506
7332,Leeds,Belfast,304
7333,Leeds,Belgrade,1866
7334,Leeds,Berlin,1003
7335,Leeds,Birmingham,150
7336,Leeds,Bogot,8473
7337,Leeds,Bombay,7289
7338,Leeds,Bordeaux,994
7339,Leeds,Bremen,687
7340,Leeds,Brisbane,16434
7341,Leeds,Bristol,264
7342,Leeds,Brussels,511
7343,Leeds,Bucharest,2243
7344,Leeds,Budapest,1601
7345,Leeds,Buenos Aires,11236
7346,Leeds,Cairo,3727
7347,Leeds,Calcutta,7996
7348,Leeds,Canton,9440
7349,Leeds,Cape Town,9934
7350,Leeds,Caracas,7473
7351,Leeds,Cayenne,7104
7352,Leeds,Chihuahua,8361
7353,Leeds,Chongqing,8455
7354,Leeds,Copenhagen,926
7355,Leeds,Crdoba,11221
7356,Leeds,Dakar,4564
7357,Leeds,Darwin,13817
7358,Leeds,Djibouti,6114
7359,Leeds,Dublin,317
7360,Leeds,Durban,9808
7361,Leeds,Edinburgh,263
7362,Leeds,Frankfurt,805
7363,Leeds,Georgetown,7268
7364,Leeds,Glasgow,291
7365,Leeds,Guatemala City,8637
7366,Leeds,Guayaquil,9446
7367,Leeds,Hamburg,759
7368,Leeds,Hammerfest,2249
7369,Leeds,Havana,7364
7370,Leeds,Helsinki,1742
7371,Leeds,Hobart,17439
7372,Leeds,Hong Kong,9565
7373,Leeds,Iquique,10489
7374,Leeds,Irkutsk,6361
7375,Leeds,Jakarta,11766
7376,Leeds,Johannesburg,9334
7377,Leeds,Kingston,7444
7378,Leeds,Kinshasa,6641
7379,Leeds,Kuala Lumpur,10586
7380,Leeds,La Paz,10043
7381,Leeds,Leeds,0
7382,Leeds,Lima,10155
7383,Leeds,Lisbon,1767
7384,Leeds,Liverpool,105
7385,Leeds,London,264
7386,Leeds,Lyons,998
7387,Leeds,Madrid,1489
7388,Leeds,Manchester,56
7389,Leeds,Manila,10671
7390,Leeds,Marseilles,1261
7391,Leeds,Mazatln,8868
7392,Leeds,Mecca,4986
7393,Leeds,Melbourne,16911
7394,Leeds,Mexico City,8761
7395,Leeds,Milan,1198
7396,Leeds,Montevideo,11165
7397,Leeds,Moscow,2485
7398,Leeds,Munich,1106
7399,Leeds,Nagasaki,9319
7400,Leeds,Nagoya,9356
7401,Leeds,Nairobi,7082
7402,Leeds,Nanjing (Nanking),8890
7403,Leeds,Naples,1855
7404,Leeds,New Delhi,6762
7405,Leeds,Newcastle-on-Tyne,135
7406,Leeds,Odessa,2417
7407,Leeds,Osaka,9363
7408,Leeds,Oslo,1009
7409,Leeds,Panama City,8418
7410,Leeds,Paramaribo,7184
7411,Leeds,Paris,611
7412,Leeds,Perth,14577
7413,Leeds,Plymouth,410
7414,Leeds,Port Moresby,14349
7415,Leeds,Prague,1163
7416,Leeds,Rangoon,8985
7417,Leeds,Reykjavk,1628
7418,Leeds,Rio de Janeiro,9419
7419,Leeds,Rome,1673
7420,Leeds,Salvador,8199
7421,Leeds,Santiago,11749
7422,Leeds,St. Petersburg,2029
7423,Leeds,So Paulo,9615
7424,Leeds,Shanghai,9099
7425,Leeds,Singapore,10901
7426,Leeds,Sofia,2196
7427,Leeds,Stockholm,1341
7428,Leeds,Sydney,16940
7429,Leeds,Tananarive,9327
7430,Leeds,Teheran,4524
7431,Leeds,Tokyo,9397
7432,Leeds,Tripoli,2588
7433,Leeds,Venice,1355
7434,Leeds,Veracruz,8598
7435,Leeds,Vienna,1385
7436,Leeds,Vladivostok,8365
7437,Leeds,Warsaw,1508
7438,Leeds,Wellington,18601
7439,Leeds,Zrich,1001
7440,Lima,Aberdeen,10238
7441,Lima,Adelaide,13588
7442,Lima,Algiers,9938
7443,Lima,Amsterdam,10522
7444,Lima,Ankara,12555
7445,Lima,Asuncin,2511
7446,Lima,Athens,11760
7447,Lima,Auckland,10773
7448,Lima,Bangkok,19684
7449,Lima,Barcelona,10005
7450,Lima,Beijing,16641
7451,Lima,Belm,3358
7452,Lima,Belfast,9918
7453,Lima,Belgrade,11538
7454,Lima,Berlin,11093
7455,Lima,Birmingham,10080
7456,Lima,Bogot,1864
7457,Lima,Bombay,16695
7458,Lima,Bordeaux,9911
7459,Lima,Bremen,10797
7460,Lima,Brisbane,13052
7461,Lima,Bristol,10002
7462,Lima,Brussels,10447
7463,Lima,Bucharest,11978
7464,Lima,Budapest,11444
7465,Lima,Buenos Aires,3140
7466,Lima,Cairo,12429
7467,Lima,Calcutta,18075
7468,Lima,Canton,18368
7469,Lima,Cape Town,9755
7470,Lima,Caracas,2731
7471,Lima,Cayenne,3312
7472,Lima,Chihuahua,5490
7473,Lima,Chongqing,18004
7474,Lima,Copenhagen,11081
7475,Lima,Crdoba,2534
7476,Lima,Dakar,7199
7477,Lima,Darwin,15908
7478,Lima,Djibouti,13505
7479,Lima,Dublin,9845
7480,Lima,Durban,11013
7481,Lima,Edinburgh,10134
7482,Lima,Frankfurt,10727
7483,Lima,Georgetown,2942
7484,Lima,Glasgow,10067
7485,Lima,Guatemala City,3311
7486,Lima,Guayaquil,1139
7487,Lima,Hamburg,10886
7488,Lima,Hammerfest,11658
7489,Lima,Havana,3949
7490,Lima,Helsinki,11827
7491,Lima,Hobart,12430
7492,Lima,Hong Kong,18361
7493,Lima,Iquique,1170
7494,Lima,Irkutsk,15510
7495,Lima,Jakarta,17940
7496,Lima,Johannesburg,10882
7497,Lima,Kingston,3334
7498,Lima,Kinshasa,10159
7499,Lima,Kuala Lumpur,19019
7500,Lima,La Paz,1056
7501,Lima,Leeds,10155
7502,Lima,Lima,0
7503,Lima,Lisbon,9001
7504,Lima,Liverpool,10049
7505,Lima,London,10169
7506,Lima,Lyons,10341
7507,Lima,Madrid,9505
7508,Lima,Manchester,10099
7509,Lima,Manila,18048
7510,Lima,Marseilles,10314
7511,Lima,Mazatln,5054
7512,Lima,Mecca,13242
7513,Lima,Melbourne,12960
7514,Lima,Mexico City,4250
7515,Lima,Milan,10662
7516,Lima,Montevideo,3301
7517,Lima,Moscow,12638
7518,Lima,Munich,10896
7519,Lima,Nagasaki,16424
7520,Lima,Nagoya,15739
7521,Lima,Nairobi,12572
7522,Lima,Nanjing (Nanking),17254
7523,Lima,Naples,10983
7524,Lima,New Delhi,16769
7525,Lima,Newcastle-on-Tyne,10191
7526,Lima,Odessa,12333
7527,Lima,Osaka,15885
7528,Lima,Oslo,11035
7529,Lima,Panama City,2347
7530,Lima,Paramaribo,3114
7531,Lima,Paris,10246
7532,Lima,Perth,14938
7533,Lima,Plymouth,9864
7534,Lima,Port Moresby,14584
7535,Lima,Prague,11131
7536,Lima,Rangoon,19092
7537,Lima,Reykjavk,9637
7538,Lima,Rio de Janeiro,3778
7539,Lima,Rome,10852
7540,Lima,Salvador,4186
7541,Lima,Santiago,2470
7542,Lima,St. Petersburg,12122
7543,Lima,So Paulo,3466
7544,Lima,Shanghai,17160
7545,Lima,Singapore,18813
7546,Lima,Sofia,11751
7547,Lima,Stockholm,11440
7548,Lima,Sydney,12811
7549,Lima,Tananarive,13041
7550,Lima,Teheran,14257
7551,Lima,Tokyo,15485
7552,Lima,Tripoli,10750
7553,Lima,Venice,10905
7554,Lima,Veracruz,4050
7555,Lima,Vienna,11247
7556,Lima,Vladivostok,15566
7557,Lima,Warsaw,11604
7558,Lima,Wellington,10595
7559,Lima,Zrich,10655
7560,Lisbon,Aberdeen,2110
7561,Lisbon,Adelaide,17128
7562,Lisbon,Algiers,1087
7563,Lisbon,Amsterdam,1861
7564,Lisbon,Ankara,3587
7565,Lisbon,Asuncin,8721
7566,Lisbon,Athens,2851
7567,Lisbon,Auckland,19614
7568,Lisbon,Bangkok,10684
7569,Lisbon,Barcelona,1004
7570,Lisbon,Beijing,9666
7571,Lisbon,Belm,6009
7572,Lisbon,Belfast,1782
7573,Lisbon,Belgrade,2537
7574,Lisbon,Berlin,2311
7575,Lisbon,Birmingham,1620
7576,Lisbon,Bogot,7545
7577,Lisbon,Bombay,8019
7578,Lisbon,Bordeaux,985
7579,Lisbon,Bremen,2104
7580,Lisbon,Brisbane,17950
7581,Lisbon,Bristol,1505
7582,Lisbon,Brussels,1714
7583,Lisbon,Bucharest,2976
7584,Lisbon,Budapest,2472
7585,Lisbon,Buenos Aires,9597
7586,Lisbon,Cairo,3807
7587,Lisbon,Calcutta,9077
7588,Lisbon,Canton,10894
7589,Lisbon,Cape Town,8561
7590,Lisbon,Caracas,6512
7591,Lisbon,Cayenne,5749
7592,Lisbon,Chihuahua,8613
7593,Lisbon,Chongqing,9900
7594,Lisbon,Copenhagen,2476
7595,Lisbon,Crdoba,9657
7596,Lisbon,Dakar,2797
7597,Lisbon,Darwin,15115
7598,Lisbon,Djibouti,5961
7599,Lisbon,Dublin,1638
7600,Lisbon,Durban,8684
7601,Lisbon,Edinburgh,1961
7602,Lisbon,Frankfurt,1890
7603,Lisbon,Georgetown,6059
7604,Lisbon,Glasgow,1935
7605,Lisbon,Guatemala City,8257
7606,Lisbon,Guayaquil,8509
7607,Lisbon,Hamburg,2199
7608,Lisbon,Hammerfest,4016
7609,Lisbon,Havana,7014
7610,Lisbon,Helsinki,3362
7611,Lisbon,Hobart,17988
7612,Lisbon,Hong Kong,11023
7613,Lisbon,Iquique,9114
7614,Lisbon,Irkutsk,8018
7615,Lisbon,Jakarta,12682
7616,Lisbon,Johannesburg,8191
7617,Lisbon,Kingston,6853
7618,Lisbon,Kinshasa,5404
7619,Lisbon,Kuala Lumpur,11571
7620,Lisbon,La Paz,8687
7621,Lisbon,Leeds,1767
7622,Lisbon,Lima,9001
7623,Lisbon,Lisbon,0
7624,Lisbon,Liverpool,1698
7625,Lisbon,London,1588
7626,Lisbon,Lyons,1387
7627,Lisbon,Madrid,503
7628,Lisbon,Manchester,1723
7629,Lisbon,Manila,12141
7630,Lisbon,Marseilles,1315
7631,Lisbon,Mazatln,9010
7632,Lisbon,Mecca,5010
7633,Lisbon,Melbourne,17760
7634,Lisbon,Mexico City,8668
7635,Lisbon,Milan,1680
7636,Lisbon,Montevideo,9507
7637,Lisbon,Moscow,3904
7638,Lisbon,Munich,1964
7639,Lisbon,Nagasaki,11009
7640,Lisbon,Nagoya,11093
7641,Lisbon,Nairobi,6481
7642,Lisbon,Nanjing (Nanking),10487
7643,Lisbon,Naples,2007
7644,Lisbon,New Delhi,7777
7645,Lisbon,Newcastle-on-Tyne,1891
7646,Lisbon,Odessa,3342
7647,Lisbon,Osaka,11092
7648,Lisbon,Oslo,2738
7649,Lisbon,Panama City,7687
7650,Lisbon,Paramaribo,5900
7651,Lisbon,Paris,1446
7652,Lisbon,Perth,15045
7653,Lisbon,Plymouth,1358
7654,Lisbon,Port Moresby,15989
7655,Lisbon,Prague,2243
7656,Lisbon,Rangoon,10096
7657,Lisbon,Reykjavk,2940
7658,Lisbon,Rio de Janeiro,7721
7659,Lisbon,Rome,1859
7660,Lisbon,Salvador,6501
7661,Lisbon,Santiago,10233
7662,Lisbon,St. Petersburg,3615
7663,Lisbon,So Paulo,7940
7664,Lisbon,Shanghai,10714
7665,Lisbon,Singapore,11896
7666,Lisbon,Sofia,2755
7667,Lisbon,Stockholm,2984
7668,Lisbon,Sydney,18165
7669,Lisbon,Tananarive,8702
7670,Lisbon,Teheran,5300
7671,Lisbon,Tokyo,11146
7672,Lisbon,Tripoli,2108
7673,Lisbon,Venice,1915
7674,Lisbon,Veracruz,8438
7675,Lisbon,Vienna,2296
7676,Lisbon,Vladivostok,10103
7677,Lisbon,Warsaw,2758
7678,Lisbon,Wellington,19576
7679,Lisbon,Zrich,1719
7680,Liverpool,Aberdeen,418
7681,Liverpool,Adelaide,16392
7682,Liverpool,Algiers,1901
7683,Liverpool,Amsterdam,541
7684,Liverpool,Ankara,3079
7685,Liverpool,Asuncin,10203
7686,Liverpool,Athens,2666
7687,Liverpool,Auckland,18166
7688,Liverpool,Bangkok,9652
7689,Liverpool,Barcelona,1392
7690,Liverpool,Beijing,8128
7691,Liverpool,Belm,7405
7692,Liverpool,Belfast,233
7693,Liverpool,Belgrade,1945
7694,Liverpool,Berlin,1101
7695,Liverpool,Birmingham,132
7696,Liverpool,Bogot,8368
7697,Liverpool,Bombay,7388
7698,Liverpool,Bordeaux,971
7699,Liverpool,Bremen,786
7700,Liverpool,Brisbane,16530
7701,Liverpool,Bristol,218
7702,Liverpool,Brussels,576
7703,Liverpool,Bucharest,2329
7704,Liverpool,Budapest,1687
7705,Liverpool,Buenos Aires,11140
7706,Liverpool,Cairo,3793
7707,Liverpool,Calcutta,8101
7708,Liverpool,Canton,9543
7709,Liverpool,Cape Town,9927
7710,Liverpool,Caracas,7368
